ManifestOrdinal,StructuralInstanceID,PairedBaseID,DemandAssignmentID,BaseInstanceID,BaseInstanceFile,StructuralDraw,BatteryLevel,BatteryScale,DemandRegime,UncertaintyLevel,Theta,HouseholdProfiles,AssignmentSeed,DeterministicDataID,LegacyDefaultRepositoryInstanceSeed,ActualRepositoryGeneratorSeed,RepositoryInstanceID,RepositoryInstanceHorizon,RequiredPeriodSupportEnd,MaterializedDataEnd,BasePriceDigest,ExtendedPriceDigest,BasePVReferenceDigest,ExtendedPVReferenceDigest,BaseDemandActivityDigest,DemandActivityDigest,InstancePeriodLengthDelta,ResolvedSMin,ResolvedSMax,ResolvedSI,ResolvedFUnder,ResolvedFBar,Households,AvgDemand,DevDemand,PVScale
83,SI-Drahi_13-d1-HOM-UHI-BLO-fb07c5b07f,PB-Drahi_13-d1-HOM-UHI-07dab7099d,DA-Drahi_13-HOM-d1-365240f683,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,925739698,DD-Drahi_13-d1-037450dfb9,1942124576,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
84,SI-Drahi_13-d1-HOM-UHI-BHI-d1ac206ae6,PB-Drahi_13-d1-HOM-UHI-07dab7099d,DA-Drahi_13-HOM-d1-365240f683,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,925739698,DD-Drahi_13-d1-037450dfb9,1942124576,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
85,SI-Drahi_13-d1-HET-ULO-BLO-f0566750c0,PB-Drahi_13-d1-HET-ULO-fdaa2ae1fe,DA-Drahi_13-HET-d1-5ad58d088f,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,midday;night;midday;night;morning,1337379304,DD-Drahi_13-d1-037450dfb9,1755028548,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,c7c84eccdef71559,c496cc60da6c409c,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
86,SI-Drahi_13-d1-HET-ULO-BHI-16f4766447,PB-Drahi_13-d1-HET-ULO-fdaa2ae1fe,DA-Drahi_13-HET-d1-5ad58d088f,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,midday;night;midday;night;morning,1337379304,DD-Drahi_13-d1-037450dfb9,1755028548,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,c7c84eccdef71559,c496cc60da6c409c,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
87,SI-Drahi_13-d1-HET-UHI-BLO-0425766316,PB-Drahi_13-d1-HET-UHI-5ac671e58e,DA-Drahi_13-HET-d1-5ad58d088f,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,midday;night;midday;night;morning,1337379304,DD-Drahi_13-d1-037450dfb9,1942124576,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,c7c84eccdef71559,c496cc60da6c409c,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
88,SI-Drahi_13-d1-HET-UHI-BHI-830f0c8f9f,PB-Drahi_13-d1-HET-UHI-5ac671e58e,DA-Drahi_13-HET-d1-5ad58d088f,Drahi_13,codes/inst/inst2020/Drahi_13.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,midday;night;midday;night;morning,1337379304,DD-Drahi_13-d1-037450dfb9,1942124576,778369159,5_56,24,44,44,979292de25a80947,c7df5f77267f7ded,f4d7040faf2cfae9,05833c065f0808a9,c7c84eccdef71559,c496cc60da6c409c,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
89,SI-Drahi_13-d2-HOM-ULO-BLO-78977ed6e9,PB-Drahi_13-d2-HOM-ULO-5a33854d2c,DA-Drahi_13-HOM-d2-a5183c39f5,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,925742539,DD-Drahi_13-d2-61bffec7b5,1755028548,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
90,SI-Drahi_13-d2-HOM-ULO-BHI-1b63150845,PB-Drahi_13-d2-HOM-ULO-5a33854d2c,DA-Drahi_13-HOM-d2-a5183c39f5,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,925742539,DD-Drahi_13-d2-61bffec7b5,1755028548,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
91,SI-Drahi_13-d2-HOM-UHI-BLO-34797638a1,PB-Drahi_13-d2-HOM-UHI-0300d9cc8f,DA-Drahi_13-HOM-d2-a5183c39f5,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,925742539,DD-Drahi_13-d2-61bffec7b5,1942124576,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
92,SI-Drahi_13-d2-HOM-UHI-BHI-63fecfeedf,PB-Drahi_13-d2-HOM-UHI-0300d9cc8f,DA-Drahi_13-HOM-d2-a5183c39f5,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,925742539,DD-Drahi_13-d2-61bffec7b5,1942124576,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
93,SI-Drahi_13-d2-HET-ULO-BLO-9d5cce1643,PB-Drahi_13-d2-HET-ULO-860ffb79c5,DA-Drahi_13-HET-d2-82d6839666,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;morning;midday;midday;morning,1337378357,DD-Drahi_13-d2-61bffec7b5,1755028548,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,126f4bc05cca89b6,7cc911ad85fc554e,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
94,SI-Drahi_13-d2-HET-ULO-BHI-a317fc27ef,PB-Drahi_13-d2-HET-ULO-860ffb79c5,DA-Drahi_13-HET-d2-82d6839666,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;morning;midday;midday;morning,1337378357,DD-Drahi_13-d2-61bffec7b5,1755028548,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,126f4bc05cca89b6,7cc911ad85fc554e,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
95,SI-Drahi_13-d2-HET-UHI-BLO-15dd2f4a2b,PB-Drahi_13-d2-HET-UHI-e201b86fbb,DA-Drahi_13-HET-d2-82d6839666,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;morning;midday;midday;morning,1337378357,DD-Drahi_13-d2-61bffec7b5,1942124576,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,126f4bc05cca89b6,7cc911ad85fc554e,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
96,SI-Drahi_13-d2-HET-UHI-BHI-b5b4fe09a4,PB-Drahi_13-d2-HET-UHI-e201b86fbb,DA-Drahi_13-HET-d2-82d6839666,Drahi_13,codes/inst/inst2020/Drahi_13.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;morning;midday;midday;morning,1337378357,DD-Drahi_13-d2-61bffec7b5,1942124576,1728264935,5_56,24,44,44,2882b641ec6d84d5,7f0592255a8cb447,f4d7040faf2cfae9,05833c065f0808a9,126f4bc05cca89b6,7cc911ad85fc554e,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
97,SI-Drahi_14-d1-HOM-ULO-BLO-7a57027441,PB-Drahi_14-d1-HOM-ULO-9dab8ecfd7,DA-Drahi_14-HOM-d1-d9a0983345,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,378183194,DD-Drahi_14-d1-0989f5853f,923060710,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
98,SI-Drahi_14-d1-HOM-ULO-BHI-38231ef7a5,PB-Drahi_14-d1-HOM-ULO-9dab8ecfd7,DA-Drahi_14-HOM-d1-d9a0983345,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,378183194,DD-Drahi_14-d1-0989f5853f,923060710,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
99,SI-Drahi_14-d1-HOM-UHI-BLO-fe9436a680,PB-Drahi_14-d1-HOM-UHI-877231af48,DA-Drahi_14-HOM-d1-d9a0983345,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,378183194,DD-Drahi_14-d1-0989f5853f,1909733226,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
100,SI-Drahi_14-d1-HOM-UHI-BHI-b4d4c97421,PB-Drahi_14-d1-HOM-UHI-877231af48,DA-Drahi_14-HOM-d1-d9a0983345,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,378183194,DD-Drahi_14-d1-0989f5853f,1909733226,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
101,SI-Drahi_14-d1-HET-ULO-BLO-e7debc667b,PB-Drahi_14-d1-HET-ULO-e50fa6e806,DA-Drahi_14-HET-d1-571b15e9da,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;midday;night;midday;morning,773516563,DD-Drahi_14-d1-0989f5853f,923060710,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4322e95f862a40a9,ecfd824ae207bde8,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
102,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,DA-Drahi_14-HET-d1-571b15e9da,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;midday;night;midday;morning,773516563,DD-Drahi_14-d1-0989f5853f,923060710,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4322e95f862a40a9,ecfd824ae207bde8,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
103,SI-Drahi_14-d1-HET-UHI-BLO-94e0bfadf3,PB-Drahi_14-d1-HET-UHI-de5b0c77c4,DA-Drahi_14-HET-d1-571b15e9da,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;midday;night;midday;morning,773516563,DD-Drahi_14-d1-0989f5853f,1909733226,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4322e95f862a40a9,ecfd824ae207bde8,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
104,SI-Drahi_14-d1-HET-UHI-BHI-02841c3c23,PB-Drahi_14-d1-HET-UHI-de5b0c77c4,DA-Drahi_14-HET-d1-571b15e9da,Drahi_14,codes/inst/inst2020/Drahi_14.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;midday;night;midday;morning,773516563,DD-Drahi_14-d1-0989f5853f,1909733226,1328473523,5_56,24,44,44,bf3fa5830319a76b,6395bffa10e9155f,9cb627c6030ee67a,98d79d3a7b5e1eb7,4322e95f862a40a9,ecfd824ae207bde8,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
105,SI-Drahi_14-d2-HOM-ULO-BLO-fb15d9bbd9,PB-Drahi_14-d2-HOM-ULO-9e640d1615,DA-Drahi_14-HOM-d2-b085eeb1d0,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,378180353,DD-Drahi_14-d2-799ca0c9fc,923060710,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
106,SI-Drahi_14-d2-HOM-ULO-BHI-fdfe4a413b,PB-Drahi_14-d2-HOM-ULO-9e640d1615,DA-Drahi_14-HOM-d2-b085eeb1d0,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,378180353,DD-Drahi_14-d2-799ca0c9fc,923060710,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
107,SI-Drahi_14-d2-HOM-UHI-BLO-c227080c0e,PB-Drahi_14-d2-HOM-UHI-7b2b47749c,DA-Drahi_14-HOM-d2-b085eeb1d0,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,378180353,DD-Drahi_14-d2-799ca0c9fc,1909733226,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
108,SI-Drahi_14-d2-HOM-UHI-BHI-60f98cd066,PB-Drahi_14-d2-HOM-UHI-7b2b47749c,DA-Drahi_14-HOM-d2-b085eeb1d0,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,378180353,DD-Drahi_14-d2-799ca0c9fc,1909733226,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
109,SI-Drahi_14-d2-HET-ULO-BLO-7ab132a117,PB-Drahi_14-d2-HET-ULO-48cefbdc9e,DA-Drahi_14-HET-d2-1380ce5c46,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;night;midday;midday,773517510,DD-Drahi_14-d2-799ca0c9fc,923060710,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
110,SI-Drahi_14-d2-HET-ULO-BHI-197fb9d33d,PB-Drahi_14-d2-HET-ULO-48cefbdc9e,DA-Drahi_14-HET-d2-1380ce5c46,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;night;midday;midday,773517510,DD-Drahi_14-d2-799ca0c9fc,923060710,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
111,SI-Drahi_14-d2-HET-UHI-BLO-0090047eb0,PB-Drahi_14-d2-HET-UHI-887703ba8a,DA-Drahi_14-HET-d2-1380ce5c46,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;night;midday;midday,773517510,DD-Drahi_14-d2-799ca0c9fc,1909733226,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
112,SI-Drahi_14-d2-HET-UHI-BHI-f6e9274e52,PB-Drahi_14-d2-HET-UHI-887703ba8a,DA-Drahi_14-HET-d2-1380ce5c46,Drahi_14,codes/inst/inst2020/Drahi_14.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;night;midday;midday,773517510,DD-Drahi_14-d2-799ca0c9fc,1909733226,1268410069,5_56,24,44,44,a25ca5f7fef35e12,e804a9bd43c3f164,9cb627c6030ee67a,98d79d3a7b5e1eb7,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
113,SI-Drahi_15-d1-HOM-ULO-BLO-a8a7176ff8,PB-Drahi_15-d1-HOM-ULO-584108cbbb,DA-Drahi_15-HOM-d1-d284623430,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,560026988,DD-Drahi_15-d1-1149e40dfc,1197413585,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
114,SI-Drahi_15-d1-HOM-ULO-BHI-ba502652b4,PB-Drahi_15-d1-HOM-ULO-584108cbbb,DA-Drahi_15-HOM-d1-d284623430,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,560026988,DD-Drahi_15-d1-1149e40dfc,1197413585,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
115,SI-Drahi_15-d1-HOM-UHI-BLO-7b04cf65ec,PB-Drahi_15-d1-HOM-UHI-f01cda2df3,DA-Drahi_15-HOM-d1-d284623430,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,560026988,DD-Drahi_15-d1-1149e40dfc,958542656,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
116,SI-Drahi_15-d1-HOM-UHI-BHI-2cf49cb894,PB-Drahi_15-d1-HOM-UHI-f01cda2df3,DA-Drahi_15-HOM-d1-d284623430,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,560026988,DD-Drahi_15-d1-1149e40dfc,958542656,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
117,SI-Drahi_15-d1-HET-ULO-BLO-ce47341aa8,PB-Drahi_15-d1-HET-ULO-a760f40d32,DA-Drahi_15-HET-d1-258603d227,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;night;morning;morning;midday,1505351598,DD-Drahi_15-d1-1149e40dfc,1197413585,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,1cfbaf6ecc30f472,745699fa8b88de1f,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
118,SI-Drahi_15-d1-HET-ULO-BHI-a6cdc243a5,PB-Drahi_15-d1-HET-ULO-a760f40d32,DA-Drahi_15-HET-d1-258603d227,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;night;morning;morning;midday,1505351598,DD-Drahi_15-d1-1149e40dfc,1197413585,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,1cfbaf6ecc30f472,745699fa8b88de1f,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
119,SI-Drahi_15-d1-HET-UHI-BLO-c92d4b970a,PB-Drahi_15-d1-HET-UHI-6d10588b0e,DA-Drahi_15-HET-d1-258603d227,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;morning;morning;midday,1505351598,DD-Drahi_15-d1-1149e40dfc,958542656,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,1cfbaf6ecc30f472,745699fa8b88de1f,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
120,SI-Drahi_15-d1-HET-UHI-BHI-d27d9f53d3,PB-Drahi_15-d1-HET-UHI-6d10588b0e,DA-Drahi_15-HET-d1-258603d227,Drahi_15,codes/inst/inst2020/Drahi_15.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;morning;morning;midday,1505351598,DD-Drahi_15-d1-1149e40dfc,958542656,1261444349,5_56,24,44,44,e173cfa6b49bab80,36e87a944eba7f1c,00003eeac3255e00,2fd7abe0d3a3ff9d,1cfbaf6ecc30f472,745699fa8b88de1f,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
121,SI-Drahi_15-d2-HOM-ULO-BLO-c5ba9f237a,PB-Drahi_15-d2-HOM-ULO-06d4d1fc7c,DA-Drahi_15-HOM-d2-390803017e,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,560026041,DD-Drahi_15-d2-9b3d0b00dc,1197413585,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
122,SI-Drahi_15-d2-HOM-ULO-BHI-5012711f32,PB-Drahi_15-d2-HOM-ULO-06d4d1fc7c,DA-Drahi_15-HOM-d2-390803017e,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,560026041,DD-Drahi_15-d2-9b3d0b00dc,1197413585,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
123,SI-Drahi_15-d2-HOM-UHI-BLO-19241c91df,PB-Drahi_15-d2-HOM-UHI-a38165a101,DA-Drahi_15-HOM-d2-390803017e,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,560026041,DD-Drahi_15-d2-9b3d0b00dc,958542656,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
